State,Date,Word Count,Relative Twitter Sentiment,Relative Twitter Anxiety,Relative Twitter Loneliness
Texas,2020-05-11,291440,0.4541006245623775,1.4548668705896421,1.7300943485216889
Texas,2020-05-12,300454,0.23554316227964572,1.2310497985272617,1.8125487312900848
Texas,2020-05-13,309812,-0.003024056870489412,1.0250268220875436,2.038440745063298
Texas,2020-05-14,284932,-0.01769010603123846,0.8472621243698644,2.0057798395402484
Texas,2020-05-15,275999,0.5233286526347323,0.8011734727868121,2.2153628584436422
Texas,2020-05-16,273113,0.2127056106945267,0.9302242473793478,2.052996179756904
Texas,2020-05-17,261782,-0.010055960210082773,0.9618542364759912,2.1852477954418146
Texas,2020-05-17,261782,-0.010055960210082773,0.9618542364759912,2.1852477954418146
Texas,2020-05-18,290707,0.20214911465934593,0.8967671472819786,2.07892478353208
Texas,2020-05-18,290707,0.20214911465934593,0.8967671472819786,2.07892478353208
Texas,2020-05-19,288728,0.17560349380310983,1.155085235329518,1.823837845459727
Texas,2020-05-19,288728,0.17560349380310983,1.155085235329518,1.823837845459727
Texas,2020-05-20,295385,-0.36059900586597554,0.97773538003310545,2.1677464964135544
Texas,2020-05-20,295385,-0.36059900586597554,0.97773538003310545,2.1677464964135544
Texas,2020-05-21,290011,0.09827849313913893,0.9366445182606502,2.216452862737557
Texas,2020-05-21,290011,0.09827849313913893,0.9366445182606502,2.216452862737557
Texas,2020-05-22,167137,-0.15840027522160555,1.1358305509393392,2.544764316118397
Texas,2020-05-22,167137,-0.15840027522160555,1.1358305509393392,2.544764316118397
Texas,2020-05-22,167137,-0.15840027522160555,1.1358305509393392,2.544764316118397
Texas,2020-05-23,106447,-0.10078506291765131,1.028396275269574,2.552279791329818
Texas,2020-05-23,106447,-0.10078506291765131,1.028396275269574,2.552279791329818
Texas,2020-05-23,106447,-0.10078506291765131,1.028396275269574,2.552279791329818
Texas,2020-05-24,114694,-0.08337518361732506,1.1943520275369515,2.2162114266623205
Texas,2020-05-24,114694,-0.08337518361732506,1.1943520275369515,2.2162114266623205
Texas,2020-05-24,114694,-0.08337518361732506,1.1943520275369515,2.2162114266623205
Texas,2020-05-25,129484,-0.047045985270213884,0.9101794413959361,2.7654725239806144
Texas,2020-05-25,129484,-0.047045985270213884,0.9101794413959361,2.7654725239806144
Texas,2020-05-25,129484,-0.047045985270213884,0.9101794413959361,2.7654725239806144
Texas,2020-05-26,181997,-0.02946244366335231,1.0454431243504416,2.2740355532600365
Texas,2020-05-26,181997,-0.02946244366335231,1.0454431243504416,2.2740355532600365
Texas,2020-05-27,212381,-0.4739701935982338,1.3310516055939052,1.7588454045970985
Texas,2020-05-27,212381,-0.4739701935982338,1.3310516055939052,1.7588454045970985
Texas,2020-05-28,182084,-1.065142055446803,1.2164963802886204,1.156198201429501
Texas,2020-05-28,182084,-1.065142055446803,1.2164963802886204,1.156198201429501
Texas,2020-05-29,327846,-1.7694324247982172,0.8751281145068954,-0.7741488716226097
Texas,2020-05-29,327846,-1.7694324247982172,0.8751281145068954,-0.7741488716226097
Texas,2020-05-30,444888,-1.8411649683913638,0.9727911302541633,-0.5629388707102202
Texas,2020-05-30,444888,-1.8411649683913638,0.9727911302541633,-0.5629388707102202
Texas,2020-05-31,558634,-2.4587714490644554,1.2348525964393968,-1.6769130552239644
Texas,2020-05-31,558634,-2.4587714490644554,1.2348525964393968,-1.6769130552239644
Texas,2020-06-01,584854,-2.55209387389148,1.2955809405035719,-1.6183735481910853
Texas,2020-06-01,584854,-2.55209387389148,1.2955809405035719,-1.6183735481910853
Texas,2020-06-02,630047,-2.6824865079226297,1.181632099934239,-0.8172790508152394
Texas,2020-06-02,630047,-2.6824865079226297,1.181632099934239,-0.8172790508152394
Texas,2020-06-03,592210,-2.4729998575874377,1.2555493329403733,-0.3744195869395058
Texas,2020-06-03,592210,-2.4729998575874377,1.2555493329403733,-0.3744195869395058
Texas,2020-06-04,521705,-2.2350834015485272,1.5171811183245487,-0.20386553268290003
Texas,2020-06-04,521705,-2.2350834015485272,1.5171811183245487,-0.20386553268290003
Texas,2020-06-05,468137,-1.7523878228795178,1.5950742129142323,-0.010859572128425454
