day,cnty,Anxiety,Lonely_Expressions,Num_Tweets,Sentiment
2020-04-19,08041,-0.03162701188584664,0.10822587762486721,287,0.06744059527334628
2020-04-19,08059,-0.01680759187631982,0.009510982747038611,528,0.32942468583815987
2020-04-19,08067,0.21665770084545222,0.11180346780871213,210,0.3460810681895703
2020-04-19,08069,-0.3445527550418655,0.03962358397715191,112,0.3257275167270526
2020-04-19,08097,0.21801734121419528,0.2098216350858562,47,0.3487690885296714
2020-04-19,08101,0.4976127490933123,0.22879048117726913,33,0.06507036041993347
2020-04-19,08107,-0.24231353761624708,-0.3028980254447737,42,-0.1720635042043374
2020-04-19,08123,0.05651012140054384,-0.09477221714709615,55,0.3274004657723976
2020-04-20,08001,-0.1061029204917755,-0.027415611436349345,120,0.14614085383764736
2020-04-20,08005,0.010009731623255292,-0.2065786697617878,68,-0.0956905904235379
2020-04-20,08013,-0.04935742949340008,-0.043869374762120245,237,0.04104484150647867
2020-04-20,08031,-0.07996517613435843,-0.03726553535848978,1549,0.1455857204890504
2020-04-20,08035,-0.42867031691818097,-0.024237304631298123,52,0.368145708475979
2020-04-20,08041,-0.16418060723784758,-0.11002578062199651,324,-0.12187477012605323
2020-04-20,08059,0.1764383411088548,0.0012495027845301212,359,0.34916071554601924
2020-04-20,08067,0.36175017578125723,0.2295033416525618,234,-0.03714189105510792
2020-04-20,08069,0.09096966264534878,0.15416873805225925,134,0.1615401290721941
2020-04-20,08077,-0.8534445169529637,0.20727324994535823,21,0.19762202324165593
2020-04-20,08097,-0.13448235312163587,0.055951439607508105,39,0.38113600547654153
2020-04-20,08101,0.18011319833985712,0.18516773109876186,44,0.11314942271246596
2020-04-20,08107,-0.0058005121960326865,1.081592496452956,37,-0.2885067834433516
2020-04-20,08123,0.10984066263430416,-0.3818028197706316,40,0.16300896311546784
2020-04-21,08001,0.039867859954244536,-0.07739301191163259,116,-0.3020004573277588
2020-04-21,08005,-0.028280614131193614,-0.5426828119842197,62,0.09840557740004083
2020-04-21,08013,-0.2575542551784619,-0.2659124031486496,204,0.08723024399127612
2020-04-21,08031,-0.06639070712845611,0.03297948667104165,1401,0.1268116619656232
2020-04-21,08035,-0.38814916438916797,-0.15242634432224295,64,0.2576164224016408
2020-04-21,08041,-0.03373306027734358,-0.11891758430467497,308,0.027487843480878762
2020-04-21,08059,-0.20223154894871265,-0.17235967975517424,335,0.2771231493103848
2020-04-21,08067,-0.232994926565516,-0.14812804601610152,248,0.13997044203494144
2020-04-21,08069,-0.1338665116323711,0.050865080473814404,150,0.07567591067880287
2020-04-21,08097,-0.0652662590552108,-0.8464749980532044,38,-0.024693819637487957
2020-04-21,08101,0.22528861273289694,-0.01708003592038048,37,0.22217609994030377
2020-04-21,08107,-0.009489802691987315,0.82914525578321,37,-0.10641003963065392
2020-04-21,08123,0.23926607923598422,-0.1260943679145074,28,0.35012499570256683
2020-04-22,08001,0.21528795846757684,-0.05648712611050834,108,0.1184922444865256
2020-04-22,08005,0.08275612379495828,-0.2912009540080483,81,-0.07627442720493585
2020-04-22,08013,-0.20559177960681485,-0.3455123786719528,225,0.31421558393493804
2020-04-22,08031,-0.05441920464009734,3.694038651891849e-4,1383,0.12056484307939459
2020-04-22,08035,-0.24209947664669387,0.22407866632053228,82,0.01782462005730501
2020-04-22,08041,0.14916775731402243,0.41103349079907314,290,-0.16031678048231413
2020-04-22,08059,0.053368317155296476,-0.16452403650678368,307,0.17387440845623495
2020-04-22,08067,0.5788175084953202,0.0731773132525129,216,-0.14824967047546897
2020-04-22,08069,-0.06940389300553763,0.08918633603112891,134,0.258060336877308
2020-04-22,08077,-0.0012168040420601131,-0.5445085937067986,29,0.16108629683766365
2020-04-22,08097,-0.5767537832985662,-0.19670299867119836,30,-0.22043395527871434
2020-04-22,08101,-0.2882522461638336,-0.03458853551189842,40,0.4696537707087445
2020-04-22,08107,0.2415497593329949,-0.023728881125495892,54,0.21739786728810787
2020-04-22,08123,-0.05328758359853566,-0.2703079587529081,41,0.5684358815230185
2020-04-23,08001,-0.15487009524347572,-0.0869209968376868,116,0.30925678285732344
2020-04-23,08005,0.009360897016516916,-0.04721737581790862,64,0.00997892134426632
2020-04-23,08013,-0.15296332275737626,0.038759950577880974,231,0.035731405609220945
2020-04-23,08031,-0.013718216429760455,0.0426479026775542,1401,0.15681784284301462
2020-04-23,08035,-0.3458438491031763,-0.30193924716944676,69,0.2772857055870537
2020-04-23,08041,-0.10752032123332086,0.12478754434211611,334,0.08056492345207092
2020-04-23,08059,0.2392990927695103,0.07407393128022817,357,0.27952625605235437
2020-04-23,08067,-0.04789827860398267,0.3071926712258485,202,0.2933153325694101
2020-04-23,08069,0.014646058684988387,0.125125259704536,158,-0.09695706480933873
2020-04-23,08077,-0.3043172053772006,0.30515747130126025,33,0.1841495129375266
2020-04-23,08097,0.3561310913998501,-0.16201423582695962,34,-0.7682374815510818
2020-04-23,08101,-0.28237192376968134,-0.12904378865603588,42,0.26262614939289297
2020-04-23,08107,-0.21541971097764448,0.14817115952225707,51,0.3559543570804324
2020-04-23,08123,0.23218422143211265,-0.02019905081804321,48,-0.3308854534141078
2020-04-24,08001,0.25687096823287836,-0.13677784834780501,120,-0.07741462314719498
2020-04-24,08005,0.22435439946435448,-0.06185155969199862,83,-0.10735882437903957
2020-04-24,08013,0.045951309515691284,0.0028470329528070847,226,0.15552715769325456
2020-04-24,08031,-0.010212946096365333,0.10476409008647353,1476,0.14626526854862928
2020-04-24,08035,-0.0534045777395176,-0.16927534756013363,69,0.4180133277826945
2020-04-24,08041,-0.15264714227068565,0.109075983605368,300,0.07888858045116141
2020-04-24,08059,0.07130482345187916,-0.09492094504450511,343,0.3103489118287891
2020-04-24,08067,0.0917360612436507,-0.136691934343082,210,0.5566907333732849
2020-04-24,08069,0.012606989543003547,-0.0729164215687967,161,-0.003217857899557346
2020-04-24,08077,-0.46599195029038265,-0.23373950045673328,22,0.4030757956520097
2020-04-24,08097,0.29991577656342533,-0.27551516092788403,27,-1.058004977663874
2020-04-24,08101,-0.15206819320751516,-0.2690623601052184,42,0.24356702350270515
2020-04-24,08107,0.5248313497565074,0.36369942987664144,51,-0.08509009053088146
2020-04-24,08123,0.3296607771638643,-0.33127648609535215,57,0.10545685012092504
2020-04-25,08001,0.08586327378572836,0.2185735688311759,128,0.06815941797080137
2020-04-25,08005,-0.29452968699684573,-0.4243549924080897,83,0.18544087932282702
2020-04-25,08013,-0.052462495011780255,0.04514176683897012,217,-0.03553319101707268
2020-04-25,08031,0.06918948041382074,0.07666070661548759,1336,0.049922299257254825
2020-04-25,08035,0.1781457224303768,-0.21069664036354024,76,0.3072424042225177
2020-04-25,08041,-0.04329619634959731,0.039327901446146514,310,-0.011615838773992379
2020-04-25,08059,0.3240537997762775,0.03241951022440424,306,0.329175090100863
2020-04-25,08067,0.15345513268024355,0.4219130491859371,214,0.0999745013082728
2020-04-25,08069,-0.16569793882172737,-0.011169177493082914,129,-0.2817634628037487
2020-04-25,08077,-0.047058836616020255,-0.08356263821383687,20,0.45323419388847846
2020-04-25,08097,0.4614625052134847,0.12504696812606017,29,-0.11342657938737188
2020-04-25,08101,-0.01277318211900714,-0.3858790778604198,38,-0.023796123725879314
2020-04-25,08107,-0.25071333605427165,0.15941354134378197,47,0.41124530728152403
2020-04-25,08123,0.09715917029737377,-0.014776121982540899,37,0.012726593576219695
2020-04-26,08001,-0.00872740952559322,0.4720522035390282,104,0.12080346578863635
2020-04-26,08005,-0.16898482937349815,-0.18033284585074066,57,-0.09925015665517053
2020-04-26,08013,-0.15281693921575099,0.0540172932904724,178,0.1340595777495528
2020-04-26,08031,-0.027230484691652394,0.14089728887001807,1206,0.20604988869336255
2020-04-26,08035,-0.14559050705147486,-0.38940571185850176,48,-0.24819926084525332
2020-04-26,08041,0.03019317392312594,0.17993741213817138,270,-0.12185386735371463
2020-04-26,08059,0.29307742375532436,0.0715010913687245,320,0.2702670841014339
2020-04-26,08067,0.36322091930383676,0.049330493088228754,211,-0.3155945342798024
2020-04-26,08069,-0.02647244738779482,-0.10990777742939106,87,0.07104379509945867
2020-04-26,08077,0.19989649543741986,-0.1783236463995236,29,0.524138702329758
2020-04-26,08101,0.4504716419942171,0.11613123832638785,35,0.27952338575716873
2020-04-26,08107,-0.16923559708751587,-0.02687324894772044,60,-0.10266487624498956
2020-04-26,08123,0.23048839361657913,-0.1439392435195659,62,-0.027629699882683205
2020-04-27,08001,0.15555853723880417,0.028009965703333053,119,0.12922918822583343
2020-04-27,08005,-0.3430891168283211,-0.21560942079359946,73,0.11552088055201776
2020-04-27,08013,-0.1475527643634174,-0.11193395182849473,208,0.19853386345344448
2020-04-27,08031,-0.05015638039238944,0.16055992138837624,1347,0.1821937027346281
2020-04-27,08035,-0.20385669346779495,0.002133539657272503,57,0.09536257014733357
2020-04-27,08041,-0.027852895270443517,0.07555294421251624,314,0.06293689003734057
2020-04-27,08059,0.13971367275227112,-0.22402964725164717,357,0.496952094765238
2020-04-27,08067,0.4023857638972617,-0.18418676483773572,200,0.06941719925175648
2020-04-27,08069,-0.09471054763030158,-0.20722279660198464,95,-0.01836221321140018
2020-04-27,08077,-0.7001873570735953,-0.2210444892616456,20,-0.20486819183110294
2020-04-27,08097,-0.3204465102421165,0.6066846896258383,32,-0.6663352580396789
2020-04-27,08101,0.3086257570587619,-0.36106165886977276,42,0.17937355514751296
2020-04-27,08107,-0.06265896946953176,0.232801987454396,37,0.14742414513024918
2020-04-27,08123,0.10175405262339127,0.20374310877290747,43,0.02997283006218512
2020-04-28,08001,-0.19913998105836372,-0.09680317864626672,107,-0.11121602239125376
2020-04-28,08005,-0.2057096995748472,-0.3379239465539974,62,0.3111341382097699
2020-04-28,08013,-0.05516179304972749,-0.3412128844610199,225,0.015818331965502443
2020-04-28,08031,-0.09377072463035208,-0.01582469937433181,1383,0.19418658739685737
2020-04-28,08035,-0.06399937204523014,-0.15087746485077316,64,0.16118687499678208
2020-04-28,08041,-0.07318152829038743,0.14439018535234682,277,0.20169805447706698
2020-04-28,08059,0.06975155847646582,0.09365115810850605,328,0.18043699433081686
2020-04-28,08067,0.26780165812048107,-0.37125807081804785,223,0.23943721498800813
2020-04-28,08069,0.1598937467303952,-0.028716941602173952,115,0.19926920830930625
2020-04-28,08077,-0.06258369100478185,0.05999547392396884,23,0.41533732899837966
2020-04-28,08097,0.07319117021349601,0.4569021451891983,22,-0.8411783501499309
2020-04-28,08101,0.6160866961644076,0.15667446569463814,42,-0.27951407111513765
2020-04-28,08107,0.020937683375726414,0.7069205595091487,48,0.10132895688792423
2020-04-28,08123,0.30627316573293223,-0.15632052246483366,49,0.3378729540256356
2020-04-29,08001,0.07476655872860455,0.06806532413019652,108,0.0226647463839232
2020-04-29,08005,-0.1639703799989247,-0.1332327329969069,87,-0.0021515500261768987
2020-04-29,08013,-0.1161675935785348,-0.02117902573806428,191,0.2355367769919235
2020-04-29,08031,0.06521290336500825,0.14031274225616355,1252,0.08489181939238273
2020-04-29,08035,0.01268978543158449,-0.18166344256004283,52,-0.0906255974449511
2020-04-29,08041,-0.14303518460126086,0.07514887605878885,263,0.08630632766789981
2020-04-29,08059,0.10058297303063286,-0.005084365910501049,311,0.11954259747782357
2020-04-29,08067,0.22803191081581442,0.043968735615391004,181,0.4367162954784036
2020-04-29,08069,-0.030356889648701993,-0.13723276898643705,141,0.03365439810585606
2020-04-29,08097,-0.3185068401602807,-0.2128521932304324,40,0.5060166553814972
2020-04-29,08101,0.32051813837495186,-0.214110699355901,42,-0.07049130868461545
2020-04-29,08107,0.11961704934677832,0.02870777498124622,40,0.2148479274687317
2020-04-29,08123,0.430104854119944,-0.2711722399535807,44,-0.19360018797613401
2020-04-30,08001,0.21345229146555497,0.08985217472881184,126,-0.10709080561175963
2020-04-30,08005,-0.04345167959095848,-0.33427968999413615,89,-0.12193412258868778
2020-04-30,08013,-0.26910314205217795,-0.1188228300907694,208,-0.07372694634219035
2020-04-30,08031,0.010298723259396122,0.11741365399016819,1369,0.0704495362949494
2020-04-30,08035,0.4680878816603269,-0.2849480083893288,68,0.0757058106391249
2020-04-30,08041,0.048000022229325964,0.16759812596537016,306,-0.07937828348349926
2020-04-30,08059,-0.0827143837051161,-0.12731630789792908,354,0.19079418918985597
2020-04-30,08067,0.5078785922654904,-0.24240673393221665,232,0.40093214465811317
2020-04-30,08069,0.09306520967504033,0.015618963817053366,110,-0.024617029673381183
2020-04-30,08077,-0.5725525255139791,-0.4575442274972344,22,-0.09287102119428327
2020-04-30,08097,0.37660116078087996,-0.31644226026730576,30,0.03660582791149731
2020-04-30,08101,-0.14010344709561873,-0.28054308042135295,26,-0.44278494055955653
2020-04-30,08107,0.20360905017727648,0.5564729839465868,43,-0.399367885628701
2020-04-30,08123,0.04699764926337207,-0.3012140891571887,46,0.21333315225683636
2020-05-01,08001,0.1306646022828547,0.08667833286068595,103,0.17623435626790054
2020-05-01,08005,-0.11643077756936115,-0.3358983930471428,70,-0.19031906926051997
2020-05-01,08013,-0.2124034220302179,-0.1973232946615414,224,0.10745559266282358
2020-05-01,08031,0.028456480370875344,0.09745576999068997,1394,0.07104430845664325
2020-05-01,08035,-0.1455676086912524,-0.5212107462416246,55,0.048002564091263085
2020-05-01,08041,-0.0066178431764623265,0.071184100139642,315,0.055132875346915605
2020-05-01,08059,0.094619276943883,-0.07912331111908023,330,0.30156384163749816
2020-05-01,08067,0.01600747988417476,-0.13743238607890185,211,0.49664173258005634
2020-05-01,08069,0.004083686176303468,0.188825096995444,118,0.32823851064402904
2020-05-01,08077,-0.14666321755924053,-0.2584435740327957,26,-0.21916027142970732
2020-05-01,08097,-0.22715442580845735,-0.6840480633785927,20,-0.42401222850723136
2020-05-01,08101,0.2813039711819801,0.4132168141711027,26,0.33419066790601104
2020-05-01,08107,0.17294663968973445,0.2716762707165304,58,0.20707859251380148
2020-05-01,08123,-0.017434534586205596,-0.3123706047159968,44,-0.19385496034530023
2020-05-02,08001,0.13014185792947977,0.09384882937980087,108,0.046953661778564554
2020-05-02,08005,-0.2200865939872465,-0.1800037005135892,53,0.1041993629068642
2020-05-02,08013,-0.10359603506449737,0.0882088622927383,188,0.11807034294535303
2020-05-02,08031,-0.04619668527974217,0.18845260217829446,1252,0.11812778934625702
2020-05-02,08035,-0.12230253733174641,-0.15066420783027976,56,-0.2036990287036162
2020-05-02,08041,-0.06732691457341972,0.23453207997273104,271,0.050386624652957346
2020-05-02,08059,0.1827369821385967,-0.15412668822650832,367,0.2828608144271834
2020-05-02,08067,0.20930193398184668,0.038627144612378476,178,0.344153008383817
2020-05-02,08069,-0.19788673846481072,0.03736006939211929,112,0.1254998324646234
2020-05-02,08077,0.08939190989815388,0.04331364343288197,22,-0.41000294380652563
2020-05-02,08097,0.2062580027940287,0.16494210549105073,28,-0.09484880138646883
2020-05-02,08101,0.36734416776384293,0.04405299358425995,42,-0.2877406131064501
2020-05-02,08107,0.7194282392874323,0.4047150832000058,48,-0.2771252720448393
2020-05-02,08123,-0.32703777529991196,-0.26177880611696236,37,0.06334538772718669
2020-05-03,08001,-0.20060460654525344,-0.15698084800755302,102,0.05085981784864555
2020-05-03,08005,-0.03972787610423492,-0.25942487527151314,75,0.1801405865496567
2020-05-03,08013,-0.14445787857173978,-0.2783131996921026,153,0.12435786990612632
2020-05-03,08031,0.03860038311839902,0.1207661908795553,1182,0.06273594686872952
2020-05-03,08035,0.10915751306137661,-0.15786163909377657,57,0.017081259874428077
2020-05-03,08041,0.03490131508697938,0.2795198118785295,274,-0.07644960398549538
2020-05-03,08059,0.226049068017793,-0.04416094536308625,355,0.19145613330255218
2020-05-03,08067,0.47645018001035455,-0.057574630984331174,233,0.07901578784084898
2020-05-03,08069,-0.08177533395592206,0.06745495672958306,91,-0.0428245238311839
2020-05-03,08077,0.08933326397117501,-0.3477421271112311,21,-0.015697089512949364
2020-05-03,08097,0.008647007152142432,-0.48821375963752195,27,-0.40819012210386696
2020-05-03,08101,-0.23976058792388213,-0.08949225012500465,41,0.4540701521620749
2020-05-03,08107,0.6171382834658046,0.2862375364597359,51,-0.3508390962912632
2020-05-03,08123,-0.005780138253787713,-0.01486464101593979,42,0.3074271128630333
2020-05-04,08001,0.0828423929562353,0.20854794718987507,119,0.18208148333392604
2020-05-04,08005,0.017800177683554252,-0.1654345604670164,67,-0.040853017054120776
2020-05-04,08013,-0.08835517959840945,-0.26070294701376256,193,0.18609503017860216
2020-05-04,08014,-0.22638473147712396,0.007731546005617628,22,0.3856052459541749
2020-05-04,08031,0.05782099522984872,0.032098023739205124,1283,0.18639556400685167
2020-05-04,08035,0.12122002157400302,-0.23885359620270816,70,0.2781544560765729
2020-05-04,08041,0.11214610385343242,-0.01162561443056409,291,0.08681645575159236
2020-05-04,08059,0.26638743941678994,-0.06441354586214176,331,0.37648529373952233
2020-05-04,08067,0.40123349549649506,0.3529261514936895,227,0.0817863844496747
2020-05-04,08069,-0.03149968251057558,0.11869214537950411,118,0.22780512286171364
2020-05-04,08077,0.29240846826930916,-0.006316716139918501,29,-0.32925364551451336
2020-05-04,08097,0.3646969815191537,-1.3247309530674811,25,1.0086407477062371
2020-05-04,08101,-0.25569870593481037,0.030507409028607307,36,0.11374533195822976
2020-05-04,08107,0.24397415000738765,0.17094653255493744,59,0.2263126999529692
2020-05-04,08123,0.02419570155047045,-0.2777150405045575,54,0.1604403869837679
2020-05-05,08001,-0.10730609361873998,-0.09200089023516722,112,-0.013636967138040681
2020-05-05,08005,-0.1708931375940487,-0.1393044438920633,71,0.1392933944657793
2020-05-05,08013,-0.157650905978883,-0.21399045975092393,236,0.21955425613825874
2020-05-05,08031,-0.03822750416341983,0.12659104122279743,1408,0.148203752810573
2020-05-05,08035,-0.06283514206014267,-0.42099844101200506,58,0.3174114756280144
2020-05-05,08041,0.2374778790440506,0.18641427827542045,288,-0.046766910585409785
2020-05-05,08059,0.15661171653101383,-0.19225870196100497,448,0.3796435729461056
2020-05-05,08067,-0.037683531581389665,0.13432832907432735,181,0.5751345873707374
2020-05-05,08069,-0.08944622565687874,-0.14596499586032533,127,0.3142543358611513
2020-05-05,08077,0.3158647002338198,-0.11285574685412893,25,0.22218303069724848
2020-05-05,08097,0.23538589029662074,0.20437841315340147,23,-0.051207433064403014
2020-05-05,08101,-0.1584232518186464,0.01789241576683183,38,0.6181893425441488
2020-05-05,08107,-0.01225768971428456,1.1075481335205022,37,-0.3143800725298114
2020-05-05,08123,-0.20876023692336537,-0.15680320602362213,36,0.3046134845131716
2020-05-06,08001,0.24027978322640733,0.06763600271235677,106,-0.012929304733853684
2020-05-06,08005,0.3533814699521556,0.032216130761484725,72,-0.16419485007034454
2020-05-06,08013,0.10111853925084723,-0.2032171086513442,217,0.387420609119699
2020-05-06,08031,0.017121293757315872,0.10096358457038485,1367,0.16759087598989214
2020-05-06,08035,-0.025557778410440095,0.01877959177269389,45,-0.1963262921939145
2020-05-06,08041,0.2333785429708524,0.01001662718374058,263,-0.04743927849701018
2020-05-06,08059,0.2685895820584986,-0.012878191540742658,401,0.36054358227601707
2020-05-06,08067,0.5266767058187217,0.1665462194343223,245,-0.234383926685054
2020-05-06,08069,0.09879789927368662,-0.1708639098405058,114,-0.133530501620495
2020-05-06,08077,0.5602029937856216,0.2755918051935028,22,0.26863514498634694
2020-05-06,08097,0.09407572950414098,-0.6537487382130612,28,-0.4399043993924825
2020-05-06,08101,-0.06373506121528914,-0.2785363678734035,47,0.04512420067273881
2020-05-06,08107,0.04109202193552527,0.2684914127897302,62,0.2790520554574103
2020-05-06,08123,-0.20422334104165524,-0.04289229839289261,43,0.3336185194876875
2020-05-07,08001,0.08579491629939133,0.0181628415355482,112,0.39820525364953446
2020-05-07,08005,-0.36408905339828734,0.009254142007058777,60,0.08540628963193354
2020-05-07,08013,-0.06348390105592444,0.007811772535361303,220,0.03905308751444922
2020-05-07,08031,-0.10616570086988587,-0.04907305204551211,1395,0.09751379520112126
2020-05-07,08035,0.01052958612967968,-0.4607458981983406,70,0.4641666322571167
2020-05-07,08041,0.19029587757552396,0.08617721719806243,304,-0.04287591643725025
2020-05-07,08059,-0.057839623115406816,-0.27591421815987355,377,0.42494678276469683
2020-05-07,08067,0.0337505567505253,-0.1551499390069994,205,0.07890658710308239
2020-05-07,08069,-0.38480888607518493,-0.18960276796552195,117,0.08319593061132598
2020-05-07,08077,0.015557620828878464,-0.41443389471756825,24,-0.2231560004515366
2020-05-07,08097,0.18339365609778205,-0.4010669505903915,26,0.3868354489003867
2020-05-07,08101,0.06061133898297065,0.042738569156381134,46,0.12062526117000937
2020-05-07,08107,0.05123994630787102,1.1318923460397658e-4,46,0.6188315020004762
2020-05-07,08123,0.14270467037485943,-0.5801649343032743,35,0.012993871813940698
2020-05-08,08001,0.0928962764483254,-0.04832434000069284,102,-0.024108033649491042
2020-05-08,08005,-0.010329876656500009,-0.2533010703728973,58,0.01449131793653524
2020-05-08,08013,-0.02546173443927189,-0.08861672019490481,216,0.074908603368132
2020-05-08,08031,-0.13205555810406153,0.04977209665386923,1385,0.1748899645210804
2020-05-08,08035,0.23013628153342777,-0.14522414445459422,78,-0.01893697102729726
2020-05-08,08041,-0.013048193084646432,0.05919976551655907,283,0.2170462937896628
2020-05-08,08059,0.06198092923702047,-0.1003460397345938,362,0.12594238882900594
2020-05-08,08067,0.9025471144556101,-0.835413221207194,190,0.4790775758319727
2020-05-08,08069,-0.31026478826556725,-0.17269411553868624,140,0.195423069611909
2020-05-08,08077,-0.5526721579553805,-0.2514850523607545,29,0.7470334583135816
2020-05-08,08097,0.12089902795316272,-0.3613001797173225,20,-0.9789005755527943
2020-05-08,08101,-0.29290708394068526,-0.21322094886318316,35,-0.06919892387053392
2020-05-08,08107,0.5660323438095637,0.43717676855867316,46,0.13428100633681864
2020-05-08,08123,-0.06112194591081536,-0.07259637809180279,47,-0.09195778647377649
2020-05-09,08001,0.19175057690840627,0.005482655756854366,86,0.4233093567383395
2020-05-09,08005,0.5548859916678254,-0.3011934908007335,57,0.038677829758582125
2020-05-09,08013,-0.10482571706235859,-0.23161451273033298,183,0.0714327763745992
2020-05-09,08031,-0.020043947128133406,0.037990806654131695,1111,0.16309022627696027
2020-05-09,08035,-0.10641126230626324,-0.08018361097106391,57,0.1292962659837805
2020-05-09,08041,-0.18105497838262363,0.20732553864926612,284,-0.06880148432978435
2020-05-09,08059,0.039896375521166955,-0.030686347891956994,337,0.3048953481065783
2020-05-09,08067,0.06114118795801763,0.1724325901930162,198,0.4389027158361535
2020-05-09,08069,-0.04149456034553409,-0.016457364018160107,122,0.22116594468468626
2020-05-09,08097,-0.3136454420861334,0.13178231270594556,26,0.81060338451453
2020-05-09,08101,-0.4504162570694096,-0.4910274051943218,30,0.5741199409100133
2020-05-09,08107,-0.39328236380228976,-0.028194601814529936,40,-0.1283341687757264
2020-05-09,08123,0.07127969271459886,-0.041062068862888226,38,-0.0675070272919192
2020-05-10,08001,-0.07372986394714708,0.3742173007027591,97,0.12441414652983707
2020-05-10,08005,0.10565375586169065,-0.33585032572250917,53,0.01909277535185522
2020-05-10,08013,0.20199696086387883,-0.03566507674797766,174,-0.017080709769116673
2020-05-10,08031,0.06770305441648895,0.1109733622587221,1131,0.17598259079684464
2020-05-10,08035,0.1661618242767842,-0.2505556235418223,40,-0.24425324575354831
2020-05-10,08041,-0.14882549413033366,-0.10355272441095077,234,0.13086937217174915
2020-05-10,08059,0.12715430953728607,0.005444377465741562,344,0.39573489376221815
2020-05-10,08067,0.5935628660286719,0.13695920598033537,177,0.4421970866170849
2020-05-10,08069,-0.07987282733161592,-0.04276388398886012,89,0.1837219724031634
2020-05-10,08077,0.2065862006863889,-0.5381449637293091,24,-0.13554579798361158
2020-05-10,08097,0.014675214877456298,-0.06676718930536556,29,0.3184587439298672
2020-05-10,08101,-0.11570812572474867,0.14792807141436182,44,-0.02844049092975117
